buffer_index,operator,point_id,center,buffer,inpost_points,poczta_points,dhl_points,ruch_points,dpd_points,ups_points,fedex_points,TOT,TOT_0_14,TOT_15_64,TOT_65__,TOT_MALE,TOT_FEM,MALE_0_14,MALE_15_64,MALE_65__,FEM_0_14,FEM_15_64,FEM_65__,FEM_RATIO,buildings,shops,parks,forests,schools,railways,cycleways,parkings,crossings,bus_stops
2739,inpost,11948,POINT (20.98941 52.33662),"POLYGON ((20.99676916841853 52.33661977140079, 20.99670884464832 52.3371947886075, 20.99652866940517 52.33776037134115, 20.99623159681574 52.33830723221175, 20.99582250104586 52.33882639092255, 20.99530809651267 52.3393093217823, 20.99469682782549 52.33974809377, 20.99399873124988 52.34013550084784, 20.99322526996157 52.34046518037651, 20.99238914579211 52.34073171768296, 20.99150409055927 52.34093073505705, 20.99058464041559 52.34105896371037, 20.98964589693153 52.34111429751037, 20.98870327885169 52.34109582760374, 20.98777226861832 52.34100385735763, 20.98686815784378 52.34083989737235, 20.98600579593156 52.34060664064788, 20.98519934599237 52.34030791831367, 20.98446205208002 52.33994863665224, 20.98380602158262 52.33953469645507, 20.98324202635149 52.33907289604034, 20.98277932583763 52.33857081953116, 20.98242551513921 52.33803671223458, 20.98218640044945 52.33747934517379, 20.98206590393955 52.33690787100303, 20.98206599962401 52.33633167367534, 20.98218668124409 52.33576021433456, 20.98242596267718 52.33520287596368, 20.98277991084534 52.33466880934034, 20.98324271056344 52.33416678282729, 20.98380676024431 52.33370503846131, 20.98446279687538 52.33329115669933, 20.98520004820415 52.3329319320373, 20.98600640962788 52.33263326153833, 20.9868686428826 52.33240004809438, 20.98777259327312 52.33223612000394, 20.9887034218867 52.3321441681807, 20.9896458489908 52.33212570201995, 20.99058440463493 52.33218102464382, 20.99150368236116 52.33230922793002, 20.9923885918769 52.33250820740529, 20.99322460656101 52.33277469676016, 20.99399800175718 52.33310432142107, 20.99469607995697 52.33349167030382, 20.99530737918662 52.33393038457572, 20.99582186118277 52.33441326197411, 20.99623107626922 52.33493237497494, 20.99652830222431 52.33547920087687, 20.99670865485054 52.33604476167044, 20.99676916841853 52.33661977140079))",1,0.0,0.0,0.0,0.0,0.0,0.0,586.5,109.0,417.0,60.5,292.75,293.75,59.0,211.75,22.0,50.0,205.25,38.5,100.290765545,1.0,0.0,0.0,42.0,1.0,3.0,0.0,1.0,14.0,0.0
2740,inpost,35134,POINT (21.02957 52.33739),"POLYGON ((21.0369292965524 52.33738977139443, 21.03686897173451 52.33796478860125, 21.0366887933567 52.3385303713352, 21.03639171559694 52.33907723220629, 21.03598261270576 52.33959639091773, 21.03546819921711 52.34007932177821, 21.03485691988728 52.34051809376672, 21.03415881115653 52.34090550084536, 21.03338533640022 52.3412351803748, 21.03254919767108 52.34150171768191, 21.03166412702612 52.34170073505653, 21.03074466087107 52.3418289637102, 21.02980590103951 52.34188429751035, 21.02886326654466 52.34186582760368, 21.02793224009852 52.3417738573573, 21.02702811357985 52.3416098973716, 21.02616573665087 52.34137664064652, 21.02535927266898 52.3410779183116, 21.02462196591867 52.34071863664938, 21.0239659239989 52.34030469645138, 21.02340191894855 52.33984289603588, 21.02293921037978 52.33934081952602, 21.02258539352291 52.33880671222885, 21.02234627467213 52.33824934516767, 21.02222577606678 52.33767787099671, 21.02222587175557 52.33710167366901, 21.02234655547947 52.33653021432843, 21.0225858410811 52.33597287595796, 21.02293979541394 52.33543880933518, 21.02340260319142 52.33493678282282, 21.02396666269398 52.33447503845761, 21.0246227107477 52.33406115669646, 21.02535997491249 52.3337019320352, 21.02616635037493 52.33340326153696, 21.02702859864059 52.33317004809361, 21.02793256476798 52.33300612000362, 21.02886340958614 52.33291416818064, 21.0298058530966 52.33289570201995, 21.03074442507976 52.33295102464367, 21.03166371880956 52.3330792279295, 21.03254864373084 52.33327820740423, 21.03338467296967 52.33354469675845, 21.03415808163086 52.33387432141859, 21.03485617198496 52.33426167030054, 21.03546748185864 52.33470038457163, 21.03598197281374 52.33518326196928, 21.03639119502689 52.33570237496949, 21.03668842615924 52.33624920087092, 21.03686878192814 52.33681476166419, 21.0369292965524 52.33738977139443))",1,0.0,0.0,0.0,0.0,0.0,0.0,249.66666666666666,50.333333333333336,174.0,25.333333333333332,130.33333333333334,119.33333333333333,30.666666666666668,89.0,10.666666666666666,19.666666666666668,85.0,14.666666666666666,91.33858267666666,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,4.0,0.0
2741,inpost,19107,POINT (21.04824 52.33983),"POLYGON ((21.05559970262525 52.3398297713743, 21.05553937448711 52.34040478858146, 21.05535918617518 52.34097037131637, 21.05506209202996 52.34151723218899, 21.05465296657047 52.34203639090244, 21.05413852470081 52.34251932176528, 21.05352721164302 52.34295809375633, 21.05282906439107 52.34334550083754, 21.05205554695289 52.3436751803694, 21.05121936208229 52.34394171767861, 21.05033424259429 52.34414073505491, 21.04941472569714 52.34426896370969, 21.04847591405822 52.34432429751035, 21.04753322754207 52.3443058276035, 21.04660214971554 52.34421385735631, 21.04569797330173 52.3440498973692, 21.04483554878267 52.34381664064222, 21.04402904029763 52.343517918305, 21.04329169286217 52.34315863664027, 21.04263561474346 52.34274469643972, 21.04207157857472 52.34228289602174, 21.04160884447888 52.34178081950967, 21.04125500810508 52.34124671221073, 21.04101587606749 52.34068934514827, 21.04089537082139 52.34011787097666, 21.04089546652388 52.33954167364897, 21.04101615691505 52.33897021430904, 21.04125545572738 52.33841287593984, 21.04160942959683 52.33787880931884, 21.04207226291559 52.33737678280869, 21.04263635354434 52.33691503844595, 21.04329243779789 52.33650115668736, 21.04402974264173 52.33614193202862, 21.04483616259463 52.33584326153265, 21.04569845843195 52.33561004809122, 21.04660247443152 52.33544612000263, 21.04753337060403 52.33535416818046, 21.04847586610845 52.33533570201992, 21.04941448987206 52.33539102464315, 21.05033383431926 52.33551922792787, 21.0512188080627 52.33571820740094, 21.05205488342732 52.33598469675304, 21.05282833476091 52.33631432141077, 21.05352646363357 52.33670167029015, 21.05413780723959 52.33714038455871, 21.0546523265868 52.337623261954, 21.05506157138534 52.3381423749522, 21.05535881892514 52.3386892008521, 21.05553918465355 52.33925476164439, 21.05559970262525 52.3398297713743))",1,0.0,1.0,1.0,0.0,0.0,0.0,382.75,105.75,253.5,23.5,186.5,196.25,53.75,122.25,10.5,52.0,131.25,13.0,107.5892177575,19.0,0.0,0.0,4.0,5.0,0.0,10.0,1.0,20.0,0.0
2748,inpost,19904,POINT (21.05462 52.34378),"POLYGON ((21.0619803601206 52.34377977134172, 21.06192002660643 52.34435478854939, 21.06173982220963 52.34492037128587, 21.06144270153378 52.34546723216098, 21.06103353953267 52.34598639087771, 21.06051905170974 52.34646932174434, 21.05990768404111 52.34690809373951, 21.05920947441733 52.34729550082487, 21.05843588787053 52.34762518036064, 21.0575996282897 52.34789171767328, 21.0567144297172 52.34809073505226, 21.05579483066068 52.34821896370886, 21.05485593513754 52.34827429751031, 21.05391316439079 52.34825582760319, 21.05298200337141 52.3481638573547, 21.05207774616956 52.34799989736531, 21.05121524459471 52.34776664063525, 21.05040866405214 52.34746791829433, 21.04967125074108 52.34710863662554, 21.04901511401061 52.34669469642082, 21.04845102745633 52.34623289599885, 21.04798825202819 52.34573081948321, 21.04763438405344 52.34519671218137, 21.04739523066435 52.34463934511687, 21.04727471466585 52.3440678709442, 21.04727481039053 52.34349167361651, 21.04739551157703 52.34292021427765, 21.04763483177954 52.34236287591048, 21.04798883728183 52.34182880929239, 21.04845171195591 52.3413267827858, 21.04901585298282 52.34086503842706, 21.04967199584954 52.34045115667264, 21.05040936655911 52.34009193201797, 21.05121585854901 52.33979326152568, 21.05207823141227 52.33956004808734, 21.05298232816268 52.33939612000101, 21.05391330748592 52.33930416818016, 21.05485588717665 52.33928570201989, 21.05579459478091 52.33934102464232, 21.05671402134749 52.33946922792524, 21.05759907414164 52.3396682073956, 21.0584352241911 52.33993469674429, 21.05920874461797 52.3402643213981, 21.05990693585821 52.34065167027335, 21.06051833408213 52.34109038453778, 21.06103289940059 52.34157326192926, 21.06144218076843 52.34209237492421, 21.06173945487442 52.3426392008216, 21.06191983672885 52.34320476161234, 21.0619803601206 52.34377977134172))",1,3.0,4.0,1.0,0.0,0.0,0.0,382.75,105.75,253.5,23.5,186.5,196.25,53.75,122.25,10.5,52.0,131.25,13.0,107.5892177575,20.0,0.0,0.0,7.0,12.0,0.0,8.0,15.0,37.0,0.0
2751,inpost,27375,POINT (21.05346 52.35195),"POLYGON ((21.06082172053789 52.3519497712743, 21.06076137590027 52.35252478848307, 21.06058113822242 52.35309037122279, 21.0602839626523 52.35363723210305, 21.05987472504328 52.3541563908265, 21.05936014213886 52.35463932170104, 21.0587486614755 52.35507809370473, 21.05805032279874 52.35546550079867, 21.05727659325999 52.35579518034252, 21.05644017909692 52.35606171766223, 21.05555481689143 52.35626073504682, 21.05463504783974 52.35638896370715, 21.05369597875257 52.35644429751024, 21.05275303372507 52.35642582760259, 21.05182170057216 52.35633385735137, 21.05091727621254 52.35616989735727, 21.05005461520231 52.35593664062083, 21.0492478855662 52.35563791827227, 21.04851033595256 52.35527863659507, 21.04785407794907 52.35486469638172, 21.04728988714256 52.3544028959515, 21.04682702619416 52.35390081942848, 21.04647309283418 52.35336671212064, 21.04623389526691 52.35280934505191, 21.04611335702071 52.35223787087705, 21.04611345279132 52.35166167354937, 21.04623417631436 52.3510902142127, 21.04647354077508 52.35053287584976, 21.04682761172858 52.34999880923768, 21.04729057197053 52.34949678273844, 21.04785481727581 52.34903503838797, 21.04851108141849 52.34862115664217, 21.0492485884102 52.3482619319959, 21.05005522945117 52.34796326151126, 21.05091776168806 52.3477300480793, 21.05182202551925 52.34756611999767, 21.05275317688886 52.34747416817954, 21.05369593076867 52.34745570201983, 21.0546348118468 52.34751102464061, 21.0555544083258 52.34763922791978, 21.05643962468301 52.34783820738457, 21.05727592926214 52.34810469672619, 21.05804959264925 52.3484343213719, 21.05874791293364 52.34882167023856, 21.05935942416697 52.34926038449449, 21.05987408460409 52.34974326187808, 21.06028344163711 52.35026237486628, 21.06058077071098 52.35080920075853, 21.0607611859316 52.35137476154602, 21.06082172053789 52.3519497712743))",1,0.0,0.0,0.0,0.0,0.0,0.0,229.75,60.75,152.5,16.5,110.75,119.0,29.5,74.25,7.0,31.25,78.25,9.5,108.46614951750001,0.0,0.0,1.0,6.0,2.0,0.0,0.0,2.0,10.0,0.0
2755,inpost,35550,POINT (21.0382 52.35473),"POLYGON ((21.04556218359492 52.35472977125134, 21.04550183517111 52.35530478846049, 21.0453215861651 52.3558703712013, 21.04502439191015 52.35641723208333, 21.04461512856581 52.35693639080907, 21.04410051329767 52.35741932168629, 21.04348899417332 52.35785809369286, 21.04279061156967 52.35824550078972, 21.04201683335951 52.35857518033635, 21.04118036657995 52.35884171765846, 21.04029494867728 52.35904073504495, 21.03937512176285 52.35916896370654, 21.03843599359819 52.35922429751021, 21.03749298924924 52.35920582760235, 21.03656159750574 52.35911385735022, 21.03565711624919 52.35894989735451, 21.03479440097056 52.3587166406159, 21.03398762058617 52.35841791826473, 21.03325002457805 52.35805863658468, 21.03259372529581 52.3576446963684, 21.03202949900407 52.35718289593536, 21.03156660894639 52.35668081940984, 21.03121265333068 52.35614671209996, 21.0309734407261 52.35558934502978, 21.03085289490726 52.35501787085419, 21.03085299069351 52.3544416735265, 21.03097372181944 52.35387021419058, 21.0312131013447 52.35331287582908, 21.0315671945764 52.35277880921903, 21.03203018394383 52.35227678272231, 21.03259446474324 52.35181503837467, 21.03325077016567 52.35140115663178, 21.03398832354491 52.35104193198838, 21.03479501531969 52.35074326150634, 21.03565760180396 52.35051004807655, 21.03656192250588 52.35034611999654, 21.0374931324364 52.35025416817931, 21.03843594560646 52.35023570201979, 21.03937488573139 52.35029102464001, 21.04029454004496 52.35041922791791, 21.04117981207553 52.35061820738078, 21.04201616925328 52.35088469671999, 21.04278988130099 52.35121432136297, 21.04348824550927 52.35160167022671, 21.04409979520858 52.35204038447973, 21.04461448802207 52.35252326186065, 21.04502387080991 52.35304237484655, 21.04532121859367 52.35358920073704, 21.04550164517143 52.35415476152343, 21.04556218359492 52.35472977125134))",2,1.0,1.0,0.0,0.0,0.0,0.0,268.75,66.5,180.75,21.5,131.0,137.75,33.0,89.25,8.75,33.5,91.5,12.75,105.3245278675,5.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,14.0,0.0
2756,inpost,18204,POINT (21.0382 52.35482),"POLYGON ((21.04556219858724 52.35481977125061, 21.04550185004084 52.35539478845977, 21.04532160066806 52.35596037120062, 21.04502440580816 52.35650723208271, 21.04461514163059 52.35702639080853, 21.04410052531462 52.35750932168582, 21.04348900494502 52.3579480936925, 21.04279062091916 52.35833550078945, 21.04201684113317 52.35866518033615, 21.04118037265006 52.35893171765836, 21.04029495294409 52.3591307350449, 21.03937512415625 52.35925896370654, 21.03843599407885 52.35931429751022, 21.03749298780926 52.35929582760236, 21.03656159416878 52.3592038573502, 21.03565711107008 52.35903989735445, 21.03479439403442 52.35880664061576, 21.03398761200696 52.35850791826451, 21.03325001449673 52.35814863658437, 21.03259371387802 52.35773469636798, 21.03202948643738 52.35727289593486, 21.03156659543723 52.35677081940926, 21.03121263910095 52.3562367120993, 21.03097342600951 52.35567934502909, 21.0308528799455 52.35510787085347, 21.03085297573225 52.35453167352578, 21.03097370710433 52.35396021418988, 21.03121308711734 52.35340287582842, 21.03156718107033 52.35286880921844, 21.03203017138076 52.35236678272181, 21.03259445332935 52.35190503837426, 21.03325076008829 52.35149115663146, 21.03398831496941 52.35113193198815, 21.03479500838679 52.3508332615062, 21.03565759662742 52.35060004807647, 21.03656191917063 52.3504361199965, 21.03749313099717 52.35034416817933, 21.03843594608686 52.35032570201981, 21.03937488812354 52.35038102464001, 21.04029454430961 52.35050922791786, 21.04117981814271 52.35070820738069, 21.04201617702343 52.35097469671982, 21.04278989064662 52.3513043213627, 21.04348825627702 52.35169167022634, 21.04409980722173 52.35213038447927, 21.04461450108346 52.35261326186009, 21.04502388470516 52.35313237484593, 21.04532123309469 52.35367920073637, 21.04550166004016 52.35424476152272, 21.04556219858724 52.35481977125061))",2,1.0,1.0,0.0,0.0,0.0,0.0,268.75,66.5,180.75,21.5,131.0,137.75,33.0,89.25,8.75,33.5,91.5,12.75,105.3245278675,5.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,14.0,0.0
2765,inpost,25529,POINT (21.0477442 52.3619782),"POLYGON ((21.05510759126337 52.3619779711915, 21.05504723296506 52.36255298840164, 21.05486695441483 52.36311857114532, 21.05456971142919 52.36366543203192, 21.05416038096627 52.36418459076365, 21.05364568129248 52.36466752164786, 21.05303406186054 52.365106293662, 21.0523355646941 52.36549370076648, 21.05156165954724 52.36582338032026, 21.05072505554207 52.36608991764867, 21.04983949237927 52.36628893504011, 21.04891951455686 52.36641716370503, 21.04798023231609 52.36647249751016, 21.04703707325478 52.36645402760182, 21.04610552870504 52.36636205734727, 21.04520089905933 52.36619809734739, 21.04433804224687 52.36596484060311, 21.04353112950928 52.36566611824517, 21.04279341250275 52.36530683655764, 21.04213700556414 52.36489289633371, 21.0415726867257 52.36443109589334, 21.04110972075005 52.36392901936127, 21.04075570709063 52.36339491204607, 21.04051645526825 52.36283754497214, 21.04039588969971 52.3622660707946, 21.04039598552673 52.36168987346691, 21.04051673648124 52.36111841413293, 21.04075615529538 52.36056107577519, 21.04111030662936 52.36002700917047, 21.04157337195704 52.35952498268029, 21.04213774532635 52.35906323833998, 21.04279415840777 52.35864935660475, 21.04353183276727 52.3582901319688, 21.04433865685753 52.35799146149356, 21.04520138482081 52.35775824806942, 21.04610585384353 52.35759431999357, 21.04703721650289 52.35750236817876, 21.04798018430393 52.35748390201974, 21.04891927842491 52.35753922463851, 21.04983908357299 52.35766742791309, 21.0507245008016 52.357866407371, 21.05156099515829 52.35813289670394, 21.05233483411454 52.35846252133972, 21.05303331287778 52.35884987019584, 21.0536449628977 52.35928858444132, 21.05415974014985 52.35977146181523, 21.05456919010712 52.36029057479515, 21.05486658668691 52.36083740068106, 21.05504704288449 52.36140296146458, 21.05510759126337 52.3619779711915))",1,0.0,0.0,0.0,0.0,0.0,0.0,469.0,118.5,328.5,22.0,218.75,250.25,58.5,151.5,8.75,60.0,177.0,13.25,111.8589433775,0.0,0.0,0.0,4.0,3.0,0.0,0.0,5.0,6.0,0.0
2766,inpost,11739,POINT (21.02861 52.36308),"POLYGON ((21.03597357488625 52.36307977118239, 21.03591321508655 52.36365478839267, 21.03573293204419 52.3642203711368, 21.03543568164919 52.36476723202409, 21.03502634098105 52.36528639075673, 21.03451162847361 52.36576932164201, 21.03389999379015 52.36620809365729, 21.03320147920473 52.36659550076293, 21.03242755475748 52.36692518031781, 21.03159092988751 52.36719171764717, 21.03070534463827 52.36739073503936, 21.0297853438707 52.3675189637048, 21.02884603820305 52.36757429751014, 21.02790285561812 52.36755582760173, 21.02697128783458 52.36746385734681, 21.0260666356267 52.3672998973463, 21.02520375729437 52.36706664060115, 21.02439682443282 52.36676791824218, 21.02365908902879 52.36640863655352, 21.02300266572131 52.36599469632843, 21.02243833281138 52.36553289588693, 21.0219753552926 52.36503081935387, 21.02162133280778 52.36449671203787, 21.02138207502243 52.36393934496336, 21.02126150645101 52.36336787078554, 21.02126160228423 52.36279167345784, 21.02138235625362 52.36222021412416, 21.02162178104153 52.36166287576699, 21.02197594120982 52.36112880916308, 21.02243901808706 52.3606267826739, 21.02300340553138 52.3601650383347, 21.02365983498208 52.35975115660063, 21.02439752773632 52.35939193196582, 21.0252043719448 52.35909326149161, 21.0260671214196 52.35886004806833, 21.02697161299412 52.35869611999311, 21.02790299887551 52.35860416817867, 21.02884599018778 52.35858570201973, 21.02978510772347 52.35864102463827, 21.03070493580555 52.35876922791234, 21.03159037511114 52.3589682073695, 21.03242689032554 52.35923469670148, 21.0332007485779 52.35956432133618, 21.03389924475893 52.35995167019114, 21.03451091003234 52.36039038443546, 21.03502570012317 52.36087326180831, 21.03543516029338 52.36139237478732, 21.03573256429249 52.36193920067254, 21.03591302499368 52.36250476145563, 21.03597357488625 52.36307977118239))",2,0.0,1.0,0.0,0.0,0.0,0.0,492.75,106.5,357.0,29.25,236.75,256.0,56.25,167.75,12.75,50.25,189.25,16.5,104.50282618,5.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,6.0,0.0
2767,inpost,3658,POINT (21.02724 52.36473),"POLYGON ((21.03460384989281 52.36472977116878, 21.03454348784452 52.36530478837927, 21.03436319807444 52.36587037112405, 21.03406593658264 52.36641723201239, 21.03365658063046 52.36693639074639, 21.03314184890242 52.36741932163326, 21.03253019137723 52.36785809365026, 21.03183165070392 52.36824550075763, 21.03105769735103 52.36857518031416, 21.03022104123247 52.36884171764494, 21.02933542290504 52.36904073503827, 21.02841538777316 52.36916896370445, 21.02747604701976 52.36922429751014, 21.02653282920421 52.3692058276016, 21.02560122662411 52.36911385734614, 21.0246965406255 52.36894989734468, 21.02383363006352 52.36871664059824, 21.0230266670629 52.36841791823771, 21.02228890410548 52.36805863654736, 21.02163245628282 52.36764469632053, 21.02106810229844 52.36718289587736, 21.02060510749186 52.36668081934282, 21.02025107178951 52.3661467120256, 21.02001180507359 52.36558934495024, 21.01989123200483 52.36501787077196, 21.01989132784734 52.36444167344428, 21.02001208633204 52.36387021411102, 21.02025152006669 52.36331287575472, 21.02060569346585 52.36277880915201, 21.02106878764053 52.36227678266435, 21.02163319616458 52.3618150383268, 21.02228965013106 52.36140115659448, 21.02302737043455 52.36104193196136, 21.0238342447735 52.36074326148869, 21.02469702646547 52.36051004806671, 21.02560155181515 52.36034611999245, 21.02653297247548 52.36025416817856, 21.02747599899985 52.36023570201971, 21.02841515160305 52.36029102463792, 21.02933501403269 52.36041922791124, 21.03022048640234 52.36061820736727, 21.03105703285471 52.36088469669782, 21.03183092000629 52.36121432133088, 21.03252944227343 52.36160167018411, 21.03314113039153 52.36204038442671, 21.03365593971048 52.36252326179797, 21.03406541517631 52.36304237477562, 21.0343628302871 52.36358920065979, 21.03454329773323 52.36415476144224, 21.03460384989281 52.36472977116878))",2,0.0,1.0,0.0,0.0,0.0,0.0,492.75,106.5,357.0,29.25,236.75,256.0,56.25,167.75,12.75,50.25,189.25,16.5,104.50282618,5.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,6.0,0.0
2769,inpost,36227,POINT (21.060488 52.316693),"POLYGON ((21.06784385442693 52.31669277156507, 21.06778355775363 52.31726778876911, 21.06760346358353 52.31783337149488, 21.06730652471718 52.31838023235291, 21.06689761312904 52.31889939104728, 21.06638344021543 52.31938232188782, 21.06577244678468 52.31982109385478, 21.06507466458356 52.32020850091171, 21.06430155162522 52.32053818042066, 21.06346580401975 52.32080471770988, 21.06258114739865 52.32100373507034, 21.06166211136507 52.32113196371454, 21.06072379068485 52.32118729751053, 21.0597815971548 52.32116882760525, 21.05885100624058 52.32107685736576, 21.05794730266416 52.32091289739195, 21.05708532913826 52.32067964068304, 21.05627924239259 52.32038091836746, 21.05554228051482 52.32002163672652, 21.05488654543984 52.31960769655034, 21.05432280416831 52.31914589615576, 21.05386031198278 52.31864381966454, 21.05350666056352 52.31810971238257, 21.05326765349235 52.31755234533209, 21.05314721117811 52.31698087116665, 21.05314730675075 52.31640467383895, 21.05326793395882 52.31583321449283, 21.05350710757845 52.31527587611164, 21.05386089630679 52.31474180947369, 21.05432348758061 52.31423978294266, 21.05488728323824 52.31377803855655, 21.05554302443974 52.31336415677357, 21.05627994378369 52.31300493209105, 21.05708594211735 52.31270626157346, 21.05794778713611 52.31247304811397, 21.05885133051595 52.31230912001206, 21.05978174002264 52.31221716818221, 21.06072374280014 52.31219870202011, 21.06166187585996 52.312254024648, 21.0625807396776 52.31238222794331, 21.06346525075191 52.31258120743219, 21.06430088899998 52.3128476968043, 21.06507393594342 52.31317732148491, 21.0657716997902 52.31356467038859, 21.06638272372772 52.31400338468121, 21.06689697401375 52.31448626209882, 21.06730600477902 52.31500537511609, 21.0676030968318 52.31555220103058, 21.06778336817766 52.31611776183204, 21.06784385442693 52.31669277156507))",5,7.0,7.0,1.0,1.0,0.0,0.0,2639.75,713.75,1849.5,76.5,1249.75,1390.0,366.75,854.0,29.0,347.0,995.5,47.5,111.43900418249999,1.0,0.0,0.0,0.0,12.0,0.0,15.0,24.0,30.0,0.0
2772,inpost,35936,POINT (21.06709 52.3172),"POLYGON ((21.07444593869634 52.31719977156091, 21.07438564133401 52.317774788765, 21.07420554510236 52.31834037149097, 21.07390860283564 52.31888723234933, 21.07349968656407 52.31940639104413, 21.07298550776074 52.31988932188514, 21.07237450733068 52.32032809385264, 21.07167671713551 52.32071550091009, 21.07090359531971 52.32104518041955, 21.07006783813884 52.3213117177092, 21.06918317138169 52.32151073507001, 21.06826412481796 52.32163896371444, 21.06732579338653 52.32169429751053, 21.06638358906087 52.32167582760523, 21.06545298748405 52.32158385736556, 21.06454927355325 52.32141989739146, 21.06368729015131 52.32118664068215, 21.06288119417023 52.32088791836609, 21.06214422384936 52.32052863672463, 21.06148848126226 52.32011469654792, 21.06092473353295 52.31965289615283, 21.06046223604997 52.31915081966116, 21.06010858058051 52.31861671237881, 21.05986957077277 52.31805934532806, 21.05974912708042 52.3174878711625, 21.0597492226559 52.3169116738348, 21.05986985124758 52.31634021448883, 21.06010902760874 52.3157828761079, 21.06046282039136 52.3152488094703, 21.06092541696558 52.31474678293974, 21.06148921908262 52.31428503855413, 21.0621449677964 52.31387115677169, 21.06288189558219 52.31351193208969, 21.06368790314864 52.31321326157257, 21.06454975803961 52.31298004811347, 21.06545331176907 52.31281612001186, 21.06638373193297 52.31272416818217, 21.0673257455004 52.31270570202012, 21.06826388930585 52.31276102464791, 21.06918276364851 52.31288922794298, 21.07006728485454 52.31308820743151, 21.07090293267476 52.31335469680319, 21.0716759884737 52.31368432148329, 21.07237376031397 52.31407167038643, 21.07298479125172 52.31451038467853, 21.07349904742977 52.31499326209565, 21.07390808288202 52.3155123751125, 21.07420517833972 52.31605920102668, 21.0743854517524 52.31662476182794, 21.07444593869634 52.31719977156091))",4,3.0,3.0,0.0,1.0,0.0,0.0,2547.0,671.3333333333334,1791.6666666666667,84.0,1216.0,1331.0,345.6666666666667,839.6666666666666,30.666666666666668,325.6666666666667,952.0,53.333333333333336,108.17596588333333,2.0,1.0,0.0,1.0,3.0,0.0,27.0,12.0,62.0,0.0
